is_demo_data,record_id,centre_id,centre_name,distance_km,crop_type,quantity_kg,time_slot,weighbridges_active,centre_capacity_mt,current_utilization_ratio,queue_length_at_arrival,diversion_active,crop_compatible,actual_wait_time_minutes,disclaimer
TRUE,DEMO-00123,C-05,Centre E - Kalyani Storage & Hub,14.7,Wheat,2510.0,16:00 - 18:00,2,50,0.17,4,0,1,30.8,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00124,C-06,Centre F - Guskara Sub-Mandi,34.0,Potato,2950.0,16:00 - 18:00,2,40,0.9,8,1,0,91.3,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00125,C-05,Centre E - Kalyani Storage & Hub,29.4,Wheat,2250.0,10:00 - 12:00,2,50,0.71,9,0,1,43.7,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00126,C-06,Centre F - Guskara Sub-Mandi,15.3,Potato,1650.0,08:00 - 10:00,2,40,0.63,6,1,0,51.9,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00127,C-01,Centre A - Burdwan Mandi,34.1,Wheat,780.0,12:00 - 14:00,3,80,0.26,4,0,1,18.0,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00128,C-03,Centre C - Memari Procurement Depot,41.3,Paddy,3320.0,12:00 - 14:00,2,60,0.95,13,1,1,106.4,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00129,C-03,Centre C - Memari Procurement Depot,43.4,Potato,660.0,14:00 - 16:00,2,60,0.95,14,1,1,87.9,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00130,C-05,Centre E - Kalyani Storage & Hub,36.0,Wheat,250.0,08:00 - 10:00,2,50,0.6,4,0,1,13.0,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00131,C-06,Centre F - Guskara Sub-Mandi,18.4,Wheat,2310.0,16:00 - 18:00,2,40,0.46,3,1,0,48.3,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00132,C-05,Centre E - Kalyani Storage & Hub,11.5,Wheat,410.0,16:00 - 18:00,2,50,0.83,4,0,1,17.5,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00133,C-03,Centre C - Memari Procurement Depot,8.0,Mustard,3320.0,08:00 - 10:00,2,60,0.4,4,0,0,45.7,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00134,C-02,Centre B - Singur Agro Hub,18.0,Mustard,3330.0,14:00 - 16:00,4,100,0.73,3,0,1,26.2,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00135,C-05,Centre E - Kalyani Storage & Hub,30.2,Paddy,2950.0,14:00 - 16:00,2,50,0.66,6,0,1,40.2,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00136,C-02,Centre B - Singur Agro Hub,42.9,Mustard,3020.0,14:00 - 16:00,4,100,0.23,4,0,1,27.2,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00137,C-05,Centre E - Kalyani Storage & Hub,19.1,Wheat,830.0,08:00 - 10:00,2,50,0.25,7,0,1,25.9,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00138,C-06,Centre F - Guskara Sub-Mandi,4.2,Maize,1300.0,08:00 - 10:00,2,40,0.97,12,1,0,90.6,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00139,C-01,Centre A - Burdwan Mandi,27.2,Maize,2880.0,10:00 - 12:00,3,80,0.34,9,0,1,40.7,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00140,C-03,Centre C - Memari Procurement Depot,25.2,Paddy,2840.0,10:00 - 12:00,2,60,0.24,10,0,1,53.8,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00141,C-02,Centre B - Singur Agro Hub,36.0,Potato,990.0,12:00 - 14:00,4,100,0.42,2,0,1,13.3,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00142,C-05,Centre E - Kalyani Storage & Hub,22.5,Potato,2770.0,08:00 - 10:00,2,50,0.58,1,0,1,23.9,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00143,C-05,Centre E - Kalyani Storage & Hub,3.9,Paddy,2780.0,16:00 - 18:00,2,50,0.87,9,0,1,64.9,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00144,C-04,Centre D - Ranaghat Krishak Mandi,31.5,Mustard,1820.0,14:00 - 16:00,3,90,0.91,5,1,1,59.0,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00145,C-03,Centre C - Memari Procurement Depot,4.8,Maize,1110.0,10:00 - 12:00,2,60,0.68,7,0,1,29.0,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00146,C-05,Centre E - Kalyani Storage & Hub,23.7,Wheat,1620.0,14:00 - 16:00,2,50,0.81,1,0,1,23.2,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00147,C-06,Centre F - Guskara Sub-Mandi,20.5,Maize,3130.0,10:00 - 12:00,2,40,0.49,10,1,0,80.8,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00148,C-03,Centre C - Memari Procurement Depot,30.6,Mustard,1440.0,12:00 - 14:00,2,60,0.28,7,0,0,38.9,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00149,C-01,Centre A - Burdwan Mandi,6.0,Potato,520.0,08:00 - 10:00,3,80,0.76,7,0,1,16.0,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00150,C-05,Centre E - Kalyani Storage & Hub,30.8,Maize,1560.0,12:00 - 14:00,2,50,0.88,14,0,1,73.2,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00151,C-06,Centre F - Guskara Sub-Mandi,27.8,Potato,1360.0,12:00 - 14:00,2,40,0.63,2,1,0,38.7,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00152,C-01,Centre A - Burdwan Mandi,17.8,Wheat,2720.0,16:00 - 18:00,3,80,0.63,3,0,1,22.9,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00153,C-05,Centre E - Kalyani Storage & Hub,31.0,Maize,2040.0,16:00 - 18:00,2,50,0.66,3,0,1,24.1,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00154,C-03,Centre C - Memari Procurement Depot,17.1,Wheat,800.0,12:00 - 14:00,2,60,0.27,5,0,0,23.2,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00155,C-01,Centre A - Burdwan Mandi,5.9,Paddy,1950.0,08:00 - 10:00,3,80,0.46,4,0,1,23.4,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00156,C-03,Centre C - Memari Procurement Depot,5.7,Maize,370.0,16:00 - 18:00,2,60,0.28,3,0,1,15.6,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00157,C-06,Centre F - Guskara Sub-Mandi,21.1,Potato,1600.0,12:00 - 14:00,2,40,0.65,3,1,0,46.5,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00158,C-03,Centre C - Memari Procurement Depot,14.2,Mustard,2440.0,08:00 - 10:00,2,60,0.55,6,0,0,44.0,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00159,C-01,Centre A - Burdwan Mandi,44.3,Paddy,380.0,14:00 - 16:00,3,80,0.32,6,0,1,17.0,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00160,C-03,Centre C - Memari Procurement Depot,2.3,Wheat,2670.0,08:00 - 10:00,2,60,0.3,4,0,0,30.3,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00161,C-06,Centre F - Guskara Sub-Mandi,26.0,Paddy,2400.0,16:00 - 18:00,2,40,0.44,2,1,1,49.6,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00162,C-04,Centre D - Ranaghat Krishak Mandi,26.8,Potato,2090.0,12:00 - 14:00,3,90,0.74,3,0,0,18.6,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00163,C-01,Centre A - Burdwan Mandi,43.5,Mustard,770.0,08:00 - 10:00,3,80,0.94,13,1,1,71.5,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00164,C-01,Centre A - Burdwan Mandi,27.3,Paddy,1930.0,14:00 - 16:00,3,80,0.48,2,0,1,16.6,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00165,C-03,Centre C - Memari Procurement Depot,35.5,Paddy,450.0,12:00 - 14:00,2,60,0.68,4,0,1,19.4,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00166,C-03,Centre C - Memari Procurement Depot,6.4,Paddy,1040.0,10:00 - 12:00,2,60,0.29,3,0,1,23.7,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00167,C-06,Centre F - Guskara Sub-Mandi,42.9,Potato,2270.0,10:00 - 12:00,2,40,0.54,7,1,0,62.1,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00168,C-05,Centre E - Kalyani Storage & Hub,39.2,Maize,2270.0,12:00 - 14:00,2,50,0.28,1,0,1,16.8,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00169,C-04,Centre D - Ranaghat Krishak Mandi,27.4,Wheat,1360.0,12:00 - 14:00,3,90,0.21,4,0,1,21.8,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00170,C-03,Centre C - Memari Procurement Depot,28.4,Potato,1870.0,08:00 - 10:00,2,60,0.53,5,0,1,33.1,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00171,C-06,Centre F - Guskara Sub-Mandi,41.1,Potato,2090.0,14:00 - 16:00,2,40,0.31,4,1,0,46.3,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00172,C-04,Centre D - Ranaghat Krishak Mandi,44.2,Potato,480.0,12:00 - 14:00,3,90,0.69,1,0,0,5.7,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00173,C-06,Centre F - Guskara Sub-Mandi,24.5,Mustard,2210.0,14:00 - 16:00,2,40,0.45,5,1,1,54.6,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00174,C-06,Centre F - Guskara Sub-Mandi,35.9,Maize,2340.0,08:00 - 10:00,2,40,0.2,1,1,0,49.1,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00175,C-06,Centre F - Guskara Sub-Mandi,12.8,Mustard,3010.0,12:00 - 14:00,2,40,0.95,10,1,1,96.6,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00176,C-02,Centre B - Singur Agro Hub,43.6,Wheat,2500.0,12:00 - 14:00,4,100,0.48,5,0,0,25.2,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00177,C-01,Centre A - Burdwan Mandi,18.2,Wheat,2810.0,16:00 - 18:00,3,80,0.82,3,0,1,27.6,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00178,C-06,Centre F - Guskara Sub-Mandi,29.8,Maize,1600.0,08:00 - 10:00,2,40,0.45,3,1,0,41.4,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00179,C-02,Centre B - Singur Agro Hub,42.7,Paddy,1800.0,12:00 - 14:00,4,100,0.34,1,0,1,16.2,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00180,C-01,Centre A - Burdwan Mandi,37.9,Maize,3120.0,16:00 - 18:00,3,80,0.18,2,0,1,27.6,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00181,C-05,Centre E - Kalyani Storage & Hub,18.2,Paddy,740.0,16:00 - 18:00,2,50,0.84,3,0,1,16.2,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00182,C-04,Centre D - Ranaghat Krishak Mandi,17.7,Potato,2570.0,14:00 - 16:00,3,90,0.95,14,1,0,84.2,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00183,C-06,Centre F - Guskara Sub-Mandi,25.0,Mustard,1220.0,10:00 - 12:00,2,40,0.82,6,1,1,54.1,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00184,C-05,Centre E - Kalyani Storage & Hub,35.1,Mustard,2770.0,14:00 - 16:00,2,50,0.57,3,0,1,26.9,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00185,C-02,Centre B - Singur Agro Hub,8.0,Paddy,1030.0,16:00 - 18:00,4,100,0.68,4,0,1,11.0,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00186,C-05,Centre E - Kalyani Storage & Hub,5.6,Potato,730.0,12:00 - 14:00,2,50,0.52,4,0,1,18.5,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00187,C-04,Centre D - Ranaghat Krishak Mandi,37.1,Potato,3120.0,10:00 - 12:00,3,90,0.92,12,1,0,83.0,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00188,C-01,Centre A - Burdwan Mandi,3.2,Wheat,3270.0,10:00 - 12:00,3,80,0.85,8,0,1,39.9,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00189,C-02,Centre B - Singur Agro Hub,14.3,Paddy,2940.0,08:00 - 10:00,4,100,0.73,2,0,1,17.9,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00190,C-01,Centre A - Burdwan Mandi,13.0,Potato,2960.0,08:00 - 10:00,3,80,0.61,6,0,1,30.1,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00191,C-05,Centre E - Kalyani Storage & Hub,35.4,Mustard,980.0,08:00 - 10:00,2,50,0.25,2,0,1,11.0,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00192,C-01,Centre A - Burdwan Mandi,27.7,Potato,250.0,14:00 - 16:00,3,80,0.58,2,0,1,5.0,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00193,C-02,Centre B - Singur Agro Hub,2.1,Wheat,1360.0,14:00 - 16:00,4,100,0.62,1,0,0,7.0,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00194,C-03,Centre C - Memari Procurement Depot,25.4,Potato,2800.0,16:00 - 18:00,2,60,0.57,0,0,1,19.2,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00195,C-04,Centre D - Ranaghat Krishak Mandi,44.2,Potato,1040.0,14:00 - 16:00,3,90,0.16,5,0,0,16.3,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00196,C-06,Centre F - Guskara Sub-Mandi,33.6,Potato,1300.0,16:00 - 18:00,2,40,0.19,2,1,0,43.4,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00197,C-06,Centre F - Guskara Sub-Mandi,44.2,Paddy,1780.0,14:00 - 16:00,2,40,0.3,1,1,1,38.9,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00198,C-01,Centre A - Burdwan Mandi,3.9,Wheat,860.0,10:00 - 12:00,3,80,0.18,11,0,1,24.2,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00199,C-05,Centre E - Kalyani Storage & Hub,22.4,Mustard,320.0,16:00 - 18:00,2,50,0.69,1,0,1,6.3,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00200,C-06,Centre F - Guskara Sub-Mandi,7.4,Wheat,1410.0,12:00 - 14:00,2,40,0.89,13,1,0,93.2,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00201,C-03,Centre C - Memari Procurement Depot,31.8,Paddy,1410.0,14:00 - 16:00,2,60,0.81,2,0,1,21.0,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00202,C-04,Centre D - Ranaghat Krishak Mandi,25.5,Maize,1260.0,10:00 - 12:00,3,90,0.22,8,0,0,29.2,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00203,C-03,Centre C - Memari Procurement Depot,32.9,Mustard,750.0,16:00 - 18:00,2,60,0.52,2,0,0,12.0,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00204,C-05,Centre E - Kalyani Storage & Hub,29.5,Mustard,2810.0,12:00 - 14:00,2,50,0.2,5,0,1,30.1,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00205,C-04,Centre D - Ranaghat Krishak Mandi,36.4,Wheat,2440.0,16:00 - 18:00,3,90,0.94,9,1,1,71.9,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00206,C-02,Centre B - Singur Agro Hub,35.5,Potato,1410.0,10:00 - 12:00,4,100,0.47,7,0,1,16.7,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00207,C-05,Centre E - Kalyani Storage & Hub,42.8,Paddy,1430.0,14:00 - 16:00,2,50,0.78,4,0,1,20.8,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00208,C-06,Centre F - Guskara Sub-Mandi,43.3,Wheat,290.0,10:00 - 12:00,2,40,0.3,6,1,0,43.2,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00209,C-05,Centre E - Kalyani Storage & Hub,35.3,Potato,2520.0,12:00 - 14:00,2,50,0.33,5,0,1,30.9,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00210,C-02,Centre B - Singur Agro Hub,38.7,Potato,1690.0,10:00 - 12:00,4,100,0.9,10,0,1,31.1,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00211,C-06,Centre F - Guskara Sub-Mandi,32.5,Wheat,2010.0,12:00 - 14:00,2,40,0.39,3,1,0,52.2,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00212,C-06,Centre F - Guskara Sub-Mandi,23.9,Paddy,600.0,12:00 - 14:00,2,40,0.32,1,1,1,33.1,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00213,C-04,Centre D - Ranaghat Krishak Mandi,25.8,Potato,1420.0,12:00 - 14:00,3,90,0.82,4,0,0,18.4,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00214,C-03,Centre C - Memari Procurement Depot,24.6,Mustard,2740.0,14:00 - 16:00,2,60,0.83,1,0,0,24.6,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00215,C-03,Centre C - Memari Procurement Depot,22.0,Potato,1910.0,14:00 - 16:00,2,60,0.26,5,0,1,29.0,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00216,C-02,Centre B - Singur Agro Hub,41.2,Mustard,380.0,16:00 - 18:00,4,100,0.25,1,0,1,5.0,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00217,C-02,Centre B - Singur Agro Hub,42.2,Paddy,940.0,12:00 - 14:00,4,100,0.94,10,1,1,58.7,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00218,C-06,Centre F - Guskara Sub-Mandi,7.4,Maize,1200.0,12:00 - 14:00,2,40,0.59,4,1,0,43.5,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00219,C-02,Centre B - Singur Agro Hub,8.6,Maize,2370.0,16:00 - 18:00,4,100,0.75,3,0,0,19.7,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00220,C-01,Centre A - Burdwan Mandi,42.8,Potato,2740.0,08:00 - 10:00,3,80,0.37,2,0,1,19.2,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00221,C-05,Centre E - Kalyani Storage & Hub,29.5,Mustard,1840.0,16:00 - 18:00,2,50,0.67,1,0,1,19.3,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00222,C-06,Centre F - Guskara Sub-Mandi,21.5,Mustard,2470.0,12:00 - 14:00,2,40,0.28,3,1,1,53.0,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00223,C-04,Centre D - Ranaghat Krishak Mandi,28.1,Paddy,1230.0,12:00 - 14:00,3,90,0.75,6,0,1,28.0,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00224,C-02,Centre B - Singur Agro Hub,26.2,Wheat,1250.0,16:00 - 18:00,4,100,0.54,1,0,0,5.0,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00225,C-02,Centre B - Singur Agro Hub,4.2,Paddy,3320.0,08:00 - 10:00,4,100,0.87,14,0,1,61.3,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00226,C-05,Centre E - Kalyani Storage & Hub,34.8,Wheat,1840.0,10:00 - 12:00,2,50,0.58,6,0,1,30.3,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00227,C-03,Centre C - Memari Procurement Depot,5.9,Mustard,1500.0,08:00 - 10:00,2,60,0.53,2,0,0,18.2,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00228,C-03,Centre C - Memari Procurement Depot,39.9,Mustard,2360.0,16:00 - 18:00,2,60,0.54,2,0,0,25.4,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00229,C-01,Centre A - Burdwan Mandi,39.9,Mustard,2600.0,10:00 - 12:00,3,80,0.78,5,0,1,25.4,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00230,C-02,Centre B - Singur Agro Hub,14.4,Wheat,1470.0,16:00 - 18:00,4,100,0.52,2,0,0,13.4,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00231,C-05,Centre E - Kalyani Storage & Hub,7.5,Maize,520.0,08:00 - 10:00,2,50,0.46,8,0,1,28.9,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00232,C-02,Centre B - Singur Agro Hub,23.9,Paddy,1850.0,16:00 - 18:00,4,100,0.19,1,0,1,10.4,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00233,C-03,Centre C - Memari Procurement Depot,21.7,Mustard,2200.0,16:00 - 18:00,2,60,0.58,1,0,0,19.7,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00234,C-05,Centre E - Kalyani Storage & Hub,16.5,Wheat,2930.0,16:00 - 18:00,2,50,0.59,3,0,1,29.3,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00235,C-03,Centre C - Memari Procurement Depot,17.8,Mustard,2420.0,08:00 - 10:00,2,60,0.96,15,1,0,111.8,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00236,C-06,Centre F - Guskara Sub-Mandi,22.4,Potato,3390.0,16:00 - 18:00,2,40,0.8,3,1,0,59.1,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00237,C-05,Centre E - Kalyani Storage & Hub,27.1,Paddy,760.0,08:00 - 10:00,2,50,0.67,5,0,1,23.6,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00238,C-06,Centre F - Guskara Sub-Mandi,26.6,Paddy,2510.0,08:00 - 10:00,2,40,0.31,4,1,1,56.4,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00239,C-04,Centre D - Ranaghat Krishak Mandi,31.7,Paddy,1550.0,14:00 - 16:00,3,90,0.79,5,0,1,26.1,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00240,C-01,Centre A - Burdwan Mandi,10.9,Paddy,1270.0,16:00 - 18:00,3,80,0.7,2,0,1,9.4,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00241,C-03,Centre C - Memari Procurement Depot,41.2,Paddy,1330.0,14:00 - 16:00,2,60,0.44,5,0,1,27.4,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00242,C-06,Centre F - Guskara Sub-Mandi,22.8,Wheat,3360.0,16:00 - 18:00,2,40,0.38,1,1,0,51.2,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00243,C-03,Centre C - Memari Procurement Depot,31.7,Wheat,1810.0,10:00 - 12:00,2,60,0.55,7,0,0,43.4,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00244,C-03,Centre C - Memari Procurement Depot,31.1,Potato,1450.0,16:00 - 18:00,2,60,0.96,14,1,1,93.7,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00245,C-02,Centre B - Singur Agro Hub,14.4,Wheat,2560.0,08:00 - 10:00,4,100,0.44,4,0,0,20.2,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
